acuracia_random_forest,precisao_bom_pagador,recall_bom_pagador,f1_score_bom_pagador,precisao_mau_pagador,recall_mau_pagador,f1_score_mau_pagador,media_acuracia_random_forest,desvio_padrao_acuracia_random_forest,melhor_limite_decisao,acuracia_modelo_ajustado,precisao_ajustada_bom_pagador,recall_ajustada_bom_pagador,f1_score_ajustada_bom_pagador,precisao_ajustada_mau_pagador,recall_ajustada_mau_pagador,f1_score_ajustada_mau_pagador,risco_relativo_idade,risco_relativo_numero_de_dependentes,risco_relativo_ultimo_salario_informado,risco_relativo_taxa_de_endividamento,risco_relativo_atraso_superior_90_dias,risco_relativo_atraso_30_59_dias,risco_relativo_atraso_60_89_dias,risco_relativo_score_segmentado,risco_relativo_total_de_emprestimo_por_id
0.9998611111111111,1.0,1.0,1.0,1.0,1.0,1.0,0.9731388888888889,0.04852536882655389,0.3,0.8209722222222222,0.84,0.79,0.82,0.8,0.85,0.83,0.98,0.82,0.74,3.16,5.21,7.17,4.75,2.08,1.09
